"","Chromosome","ChromStart","ChromEnd","Band","Stain","genes"
"3618","chr1",3836438,3836663,"p10","gpos100","yiaG"
"3619","chr1",3836830,3837376,"p10","gpos50","cspA"
"3620","chr1",3837748,3838220,"p10","gpos100","STM3650"
"3621","chr1",3838221,3838508,"p3","gpos100","STM3651"
"3622","chr1",3838686,3839161,"p7","gpos50","STM3652"
"3623","chr1",3839782,3841860,"p8","gpos50","STM3653"
"3624","chr1",3841861,3842783,"p9","gpos25","glyS"
"3625","chr1",3842911,3843217,"p10","gpos100","glyQ"
"3626","chr1",3843370,3844374,"p6","gpos50","STM3657"
"3627","chr1",3844397,3844762,"p5","gpos100","yiaH"
"3628","chr1",3844925,3846393,"p1","gpos75","yiaB"
"3629","chr1",3846479,3847813,"p2","gpos50","xylB"
"3630","chr1",3848150,3849342,"p8","gpos100","xylA"
"3631","chr1",3849403,3850238,"p10","gpos75","xylR"
"3632","chr1",3850510,3852570,"p6","gpos100","bax"
"3633","chr1",3852744,3853994,"p5","gpos100","malS"
"3634","chr1",3854031,3854517,"p7","gpos50","avtA"
"3635","chr1",3854621,3855438,"p8","gpos25","ysaA"
"3636","chr1",3855638,3856647,"p3","gpos50","yiaJ"
"3637","chr1",3856648,3857125,"p7","gpos100","yiaK"
"3638","chr1",3857142,3858081,"p4","gpos100","yiaL"
"3639","chr1",3858209,3858682,"p8","gpos75","STM3670"
"3640","chr1",3858683,3859973,"p2","gpos100","yiaM"
"3641","chr1",3859973,3860959,"p3","gpos75","yiaN"
"3642","chr1",3860960,3862453,"p6","gpos75","yiaO"
"3643","chr1",3862454,3863113,"p7","gpos50","lyxK"
"3644","chr1",3863114,3863959,"p7","gpos75","sgbH"
"3645","chr1",3863960,3864672,"p5","gpos75","sgbU"
"3646","chr1",3864833,3865652,"p7","gpos25","sgbE"
"3647","chr1",3865905,3867867,"p1","gpos50","STM3678"
"3648","chr1",3867985,3869535,"p3","gpos50","STM3679"
"3649","chr1",3869686,3870573,"p5","gpos50","aldB"
"3650","chr1",3870858,3872704,"p10","gpos100","STM3681"
"3651","chr1",3872705,3874107,"p1","gpos100","selB"
"3652","chr1",3874195,3874814,"p6","gpos75","selA"
"3653","chr1",3875190,3877195,"p9","gpos75","yibF"
"3654","chr1",3877404,3878560,"p5","gpos75","mtlA"
"3655","chr1",3878561,3879151,"p1","gpos75","mtlD"
"3656","chr1",3879161,3879377,"p9","gpos75","mtlR"
"3657","chr1",3879648,3880023,"p4","gpos100","STM3688"
"3658","chr1",3880507,3881196,"p6","gpos25","yibL"
"3659","chr1",3881233,3885625,"p2","gpos75","STM3690"
"3660","chr1",3885911,3887563,"p9","gpos100","STM3691"
"3661","chr1",3887564,3888333,"p4","gpos25","lldP"
"3662","chr1",3888334,3889539,"p5","gpos50","lldR"
"3663","chr1",3889592,3890076,"p9","gpos100","lldD"
"3664","chr1",3890144,3891155,"p9","gpos75","yibK"
"3665","chr1",3891459,3892663,"p6","gpos100","STM3696"
"3666","chr1",3892729,3894047,"p4","gpos25","STM3697"
"3667","chr1",3894130,3894963,"p5","gpos100","STM3698"
"3668","chr1",3895029,3896047,"p7","gpos100","cysE"
"3669","chr1",3896048,3896528,"p8","gpos25","gpsA"
"3670","chr1",3896559,3896823,"p1","gpos75","secB"
"3671","chr1",3896897,3897328,"p4","gpos25","grxC"
"3672","chr1",3897564,3899111,"p8","gpos50","yibN"
"3673","chr1",3899112,3900397,"p6","gpos100","pmgI"
"3674","chr1",3900398,3901365,"p5","gpos75","yibP"
"3675","chr1",3901366,3902412,"p10","gpos50","yigQ"
"3676","chr1",3902894,3903928,"p8","gpos75","yibD"
"3677","chr1",3903929,3905189,"p10","gpos100","tdh"
"3678","chr1",3905316,3906260,"p9","gpos100","kbl"
"3679","chr1",3906263,3907297,"p5","gpos25","rfaD"
"3680","chr1",3907298,3908262,"p1","gpos75","rfaF"
"3681","chr1",3908295,3909516,"p10","gpos100","rfaC"
"3682","chr1",3909573,3910724,"p1","gpos25","rfaL"
"3683","chr1",3910819,3911628,"p6","gpos100","rfaK"
"3684","chr1",3911778,3912476,"p3","gpos25","rfaZ"
"3685","chr1",3912499,3913520,"p3","gpos25","rfaY"
"3686","chr1",3913527,3914540,"p8","gpos50","rfaJ"
"3687","chr1",3914546,3915636,"p4","gpos50","rfaI"
"3688","chr1",3915695,3915928,"p8","gpos100","rfaB"
"3689","chr1",3915960,3916749,"p6","gpos75","yibR"
"3690","chr1",3916750,3917870,"p3","gpos25","rfaP"
"3691","chr1",3917871,3918924,"p10","gpos50","rfaG"
"3692","chr1",3919350,3920625,"p1","gpos100","rfaQ"
"3693","chr1",3920626,3921115,"p4","gpos75","kdtA"
"3694","chr1",3921143,3921963,"p10","gpos100","kdtB"
"3695","chr1",3922050,3922230,"p10","gpos50","mutM"
"3696","chr1",3922238,3922487,"p3","gpos50","rpmG"
"3697","chr1",3922692,3923371,"p1","gpos75","rpmB"
"3698","chr1",3923520,3924733,"p7","gpos50","radC"
"3699","chr1",3924734,3925189,"p2","gpos75","dfp"
"3700","chr1",3925280,3925893,"p3","gpos50","dut"
"3701","chr1",3925971,3926625,"p10","gpos50","ttk"
"3702","chr1",3926691,3927421,"p6","gpos25","pyrE"
"3703","chr1",3927521,3928396,"p3","gpos25","rph"
"3704","chr1",3928446,3929351,"p2","gpos75","yicC"
"3705","chr1",3929414,3930303,"p9","gpos75","STM3736"
"3706","chr1",3930542,3931167,"p5","gpos25","STM3737"
"3707","chr1",3931168,3932865,"p10","gpos75","yigC"
"3708","chr1",3933094,3933733,"p4","gpos75","yicF"
"3709","chr1",3933772,3934063,"p3","gpos100","gmk"
"3710","chr1",3934071,3936193,"p5","gpos50","rpoZ"
"3711","chr1",3936198,3936872,"p1","gpos100","spoT"
"3712","chr1",3936873,3938974,"p6","gpos100","spoU"
"3713","chr1",3938977,3939830,"p5","gpos25","recG"
"3714","chr1",3939831,3941048,"p6","gpos75","STM3745"
"3715","chr1",3941248,3942655,"p6","gpos75","gltS"
"3716","chr1",3942766,3944485,"p6","gpos50","yicE"
"3717","chr1",3944588,3946918,"p2","gpos100","yicH"
"3718","chr1",3946918,3948311,"p7","gpos50","yicI"
"3719","chr1",3948588,3948678,"p6","gpos100","yicJ"
"3720","chr1",3948999,3949347,"p8","gpos50","selC"
"3721","chr1",3950014,3951207,"p6","gpos100","STM3752"
"3722","chr1",3951208,3951558,"p7","gpos100","sugR"
"3723","chr1",3951739,3952782,"p1","gpos50","STM3754"
"3724","chr1",3954066,3954698,"p2","gpos25","rhuM"
"3725","chr1",3954765,3957640,"p10","gpos50","rmbA"
"3726","chr1",3957735,3958208,"p6","gpos50","misL"
"3727","chr1",3958210,3959080,"p7","gpos25","fidL"
"3728","chr1",3959120,3959233,"p10","gpos100","marT"
"3729","chr1",3959839,3960531,"p1","gpos75","STM3760"
"3730","chr1",3960760,3961244,"p6","gpos100","slsA"
"3731","chr1",3961554,3964284,"p7","gpos25","cigR"
"3732","chr1",3964500,3965203,"p7","gpos50","mgtB"
"3733","chr1",3965695,3966606,"p3","gpos75","mgtC"
"3734","chr1",3966649,3967597,"p6","gpos100","yicL"
"3735","chr1",3967826,3968555,"p10","gpos25","STM3766"
"3736","chr1",3968556,3969668,"p7","gpos100","STM3767"
"3737","chr1",3969669,3970525,"p7","gpos50","STM3768"
"3738","chr1",3970526,3971281,"p4","gpos100","STM3769"
"3739","chr1",3971421,3971913,"p2","gpos75","STM3770"
"3740","chr1",3971917,3972350,"p3","gpos75","STM3771"
"3741","chr1",3972561,3975364,"p5","gpos50","STM3772"
"3742","chr1",3975550,3975849,"p7","gpos25","STM3773"
"3743","chr1",3975948,3977337,"p10","gpos100","STM3774"
"3744","chr1",3977397,3978602,"p1","gpos50","STM3775"
"3745","chr1",3978799,3979141,"p4","gpos25","yicM"
"3746","chr1",3979142,3979472,"p10","gpos50","STM3777"
"3747","chr1",3979563,3979839,"p7","gpos25","STM3778"
"3748","chr1",3979842,3980709,"p7","gpos50","STM3779"
"3749","chr1",3980765,3982241,"p1","gpos100","STM3780"
"3750","chr1",3982242,3983606,"p9","gpos50","STM3781"
"3751","chr1",3983676,3983959,"p7","gpos25","STM3782"
"3752","chr1",3983960,3984440,"p6","gpos75","STM3783"
"3753","chr1",3984451,3985278,"p4","gpos50","STM3784"
"3754","chr1",3985547,3986011,"p9","gpos25","STM3785"
"3755","chr1",3986192,3987660,"p9","gpos25","yicN"
"3756","chr1",3987726,3989063,"p10","gpos25","uhpT"
"3757","chr1",3989064,3990565,"p10","gpos100","uhpC"
"3758","chr1",3990566,3991169,"p8","gpos50","uhpB"
"3759","chr1",3991231,3992252,"p10","gpos50","uhpA"
"3760","chr1",3992256,3993583,"p10","gpos50","STM3791"
"3761","chr1",3993603,3994529,"p10","gpos50","STM3792"
"3762","chr1",3994842,3995633,"p1","gpos100","STM3793"
"3763","chr1",3995635,3995928,"p8","gpos75","STM3794"
"3764","chr1",3995929,3997629,"p7","gpos50","ilvN"
"3765","chr1",3997724,3997924,"p10","gpos75","ilvB"
"3766","chr1",3998345,3998455,"p2","gpos50","ivbL"
"3767","chr1",3998456,3998545,"p3","gpos100","ysdA"
"3768","chr1",3998638,3999498,"p8","gpos50","ysdB"
"3769","chr1",3999701,4000811,"p1","gpos50","STM3796A"
"3770","chr1",4000812,4001897,"p9","gpos25","emrD"
"3771","chr1",4001961,4002893,"p6","gpos75","STM3799"
"3772","chr1",4003007,4004321,"p2","gpos100","dsdC"
"3773","chr1",4004322,4005787,"p8","gpos50","dsdX"
"3774","chr1",4005869,4006395,"p1","gpos25","dsdA"
"3775","chr1",4006396,4006747,"p5","gpos100","yidF"
"3776","chr1",4006748,4007106,"p9","gpos100","yidG"
"3777","chr1",4007539,4009213,"p4","gpos25","yidH"
"3778","chr1",4009390,4009832,"p5","gpos100","yidE"
"3779","chr1",4009928,4010356,"p3","gpos25","ibpB"
"3780","chr1",4010637,4010983,"p7","gpos25","ibpA"
"3781","chr1",4010985,4012222,"p9","gpos50","yidQ"
"3782","chr1",4012333,4013372,"p2","gpos25","yidR"
"3783","chr1",4013373,4013926,"p5","gpos50","ccmH"
"3784","chr1",4013927,4015854,"p3","gpos75","ccmG"
"3785","chr1",4015855,4016330,"p7","gpos25","ccmF"
"3786","chr1",4016331,4016539,"p5","gpos50","ccmE"
"3787","chr1",4016540,4017297,"p10","gpos75","ccmD"
"3788","chr1",4017329,4017984,"p8","gpos75","ccmC"
"3789","chr1",4017985,4018602,"p6","gpos25","ccmB"
"3790","chr1",4018608,4020020,"p9","gpos100","ccmA"
"3791","chr1",4020198,4020822,"p9","gpos25","STM3820"
"3792","chr1",4020823,4023364,"p2","gpos25","torD"
"3793","chr1",4023365,4024615,"p6","gpos100","torA"
"3794","chr1",4024679,4025343,"p9","gpos25","torC"
"3795","chr1",4025344,4026398,"p10","gpos75","torR"
"3796","chr1",4026453,4029199,"p10","gpos100","torT"
"3797","chr1",4029225,4030568,"p4","gpos50","torS"
"3798","chr1",4030647,4031806,"p6","gpos50","dgoT"
"3799","chr1",4032393,4033267,"p2","gpos50","dgoA"
"3800","chr1",4033268,4033968,"p4","gpos50","dgoK"
"3801","chr1",4034218,4035074,"p10","gpos100","dgoR"
"3802","chr1",4035362,4036631,"p6","gpos50","yidA"
"3803","chr1",4036637,4037838,"p3","gpos25","STM3832"
"3804","chr1",4037946,4038849,"p2","gpos50","STM3833"
"3805","chr1",4038868,4041293,"p2","gpos25","STM3834"
"3806","chr1",4041311,4042404,"p2","gpos100","gyrB"
"3807","chr1",4042532,4043632,"p8","gpos100","recF"
"3808","chr1",4043637,4045114,"p10","gpos100","dnaN"
"3809","chr1",4045639,4045838,"p4","gpos25","dnaA"
"3810","chr1",4045855,4046172,"p2","gpos100","rpmH"
"3811","chr1",4046173,4046424,"p5","gpos75","rnpA"
"3812","chr1",4046425,4048084,"p5","gpos100","STM3841"
"3813","chr1",4048226,4049590,"p7","gpos50","yidC"
"3814","chr1",4051391,4052353,"p3","gpos75","trmE"
"3815","chr1",4052416,4053288,"p8","gpos100","STM3845"
"3816","chr1",4054081,4055228,"p8","gpos100","STM3846"
"3817","chr1",4055229,4056205,"p8","gpos50","yidY"
"3818","chr1",4056351,4057118,"p9","gpos25","yidZ"
"3819","chr1",4057118,4057702,"p8","gpos100","yieE"
"3820","chr1",4057747,4059210,"p10","gpos50","yieF"
"3821","chr1",4059242,4059918,"p4","gpos25","yieG"
"3822","chr1",4060013,4060750,"p5","gpos25","yieH"
"3823","chr1",4060753,4061541,"p7","gpos100","phoU"
"3824","chr1",4061613,4062502,"p6","gpos50","pstB"
"3825","chr1",4062503,4063478,"p7","gpos25","pstA"
"3826","chr1",4063598,4064760,"p5","gpos75","pstC"
"3827","chr1",4064805,4066184,"p8","gpos25","pstS"
"3828","chr1",4066227,4067052,"p1","gpos75","STM3858"
"3829","chr1",4067140,4068897,"p7","gpos50","STM3859"
"3830","chr1",4069048,4070891,"p2","gpos50","STM3860"
"3831","chr1",4071066,4072513,"p4","gpos25","glmS"
"3832","chr1",4072756,4073460,"p10","gpos25","glmU"
"3833","chr1",4073684,4074112,"p6","gpos75","STM3863"
"3834","chr1",4074124,4075517,"p6","gpos50","atpC"
"3835","chr1",4075533,4076408,"p8","gpos50","atpD"
"3836","chr1",4076447,4077995,"p6","gpos25","atpG"
"3837","chr1",4078001,4078548,"p3","gpos50","atpA"
"3838","chr1",4078549,4079032,"p10","gpos25","atpH"
"3839","chr1",4079079,4079330,"p4","gpos25","atpF"
"3840","chr1",4079365,4080188,"p10","gpos50","atpE"
"3841","chr1",4080189,4080689,"p10","gpos75","atpB"
"3842","chr1",4081185,4081820,"p2","gpos75","atpI"
"3843","chr1",4081911,4083812,"p9","gpos100","gidB"
"3844","chr1",4084179,4084622,"p3","gpos100","gidA"
"3845","chr1",4084712,4085214,"p4","gpos25","mioC"
"3846","chr1",4085215,4086313,"p4","gpos100","asnC"
"3847","chr1",4086318,4087760,"p9","gpos75","asnA"
"3848","chr1",4087763,4089276,"p10","gpos50","yieM"
"3849","chr1",4089596,4091475,"p9","gpos25","yieN"
"3850","chr1",4091572,4092089,"p6","gpos25","kup"
"3851","chr1",4092090,4093595,"p2","gpos25","rbsD"
"3852","chr1",4093596,4094575,"p3","gpos75","rbsA"
"3853","chr1",4094585,4095490,"p4","gpos75","rbsC"
"3854","chr1",4095610,4096544,"p10","gpos50","rbsB"
"3855","chr1",4096545,4097520,"p3","gpos75","rbsK"
"3856","chr1",4097521,4098959,"p3","gpos75","rbsR"
"3857","chr1",4098960,4099678,"p2","gpos50","yieO"
"3858","chr1",4100145,4101688,"p7","gpos25","yieP"
"3859","chr1",4101772,4101844,"p4","gpos100","rrsC"
"3860","chr1",4102041,4105034,"p9","gpos75","gltU"
"3861","chr1",4105041,4105123,"p8","gpos25","rrlC"
"3862","chr1",4105124,4105243,"p7","gpos75","9S"
"3863","chr1",4105296,4105375,"p1","gpos25","rrfC"
"3864","chr1",4105381,4105453,"p10","gpos75","aspT"
"3865","chr1",4105558,4106406,"p5","gpos100","trpT"
"3866","chr1",4106499,4106851,"p9","gpos75","yifA"
"3867","chr1",4106876,4108407,"p2","gpos25","yifE"
"3868","chr1",4108561,4108846,"p10","gpos75","yifB"
"3869","chr1",4108972,4110614,"p3","gpos100","ilvL"
"3870","chr1",4110615,4110777,"p5","gpos100","ilvG"
"3871","chr1",4110778,4111839,"p3","gpos50","ilvM"
"3872","chr1",4111982,4113842,"p1","gpos50","ilvE"
"3873","chr1",4113843,4115397,"p2","gpos100","ilvD"
"3874","chr1",4115677,4115988,"p2","gpos50","ilvA"
"3875","chr1",4115989,4116336,"p3","gpos100","STM3906"
"3876","chr1",4116339,4117246,"p5","gpos75","STM3907"
"3877","chr1",4117247,4118865,"p1","gpos50","ilvY"
"3878","chr1",4118957,4119250,"p5","gpos50","ilvC"
"3879","chr1",4119527,4119676,"p4","gpos75","ppiC"
"3880","chr1",4119776,4121800,"p10","gpos50","STM3911"
"3881","chr1",4121840,4123334,"p6","gpos25","rep"
"3882","chr1",4123440,4124705,"p8","gpos50","gppA"
"3883","chr1",4124837,4125178,"p3","gpos50","rhlB"
"3884","chr1",4125597,4126856,"p7","gpos25","trxA"
"3885","chr1",4127086,4128189,"p5","gpos75","rho"
"3886","chr1",4128192,4129247,"p10","gpos75","rfe"
"3887","chr1",4129293,4130429,"p1","gpos25","wzzE"
"3888","chr1",4130430,4131675,"p8","gpos75","wecB"
"3889","chr1",4131676,4132759,"p10","gpos75","wecC"
"3890","chr1",4132780,4133016,"p4","gpos75","rffG"
"3891","chr1",4133108,4133664,"p7","gpos75","rffH"
"3892","chr1",4133665,4134806,"p6","gpos75","wecD"
"3893","chr1",4134808,4136039,"p5","gpos25","wecE"
"3894","chr1",4136040,4137117,"p9","gpos25","wzxE"
"3895","chr1",4137118,4138468,"p1","gpos50","STM3927"
"3896","chr1",4138469,4139226,"p5","gpos25","wecF"
"3897","chr1",4139425,4140818,"p9","gpos25","wecG"
"3898","chr1",4140921,4140994,"p3","gpos50","yifK"
"3899","chr1",4141052,4141124,"p9","gpos50","argX"
"3900","chr1",4141148,4141231,"p7","gpos75","hisR"
"3901","chr1",4141277,4141350,"p3","gpos75","leuT"
"3902","chr1",4141935,4143133,"p2","gpos75","proM"
"3903","chr1",4143134,4144316,"p6","gpos100","hemY"
"3904","chr1",4144325,4145061,"p10","gpos75","hemX"
"3905","chr1",4145062,4146035,"p4","gpos75","hemD"
"3906","chr1",4146193,4148926,"p7","gpos75","hemC"
"3907","chr1",4149026,4149387,"p10","gpos25","cyaA"
"3908","chr1",4149569,4150115,"p9","gpos50","STM3940"
"3909","chr1",4150123,4150489,"p4","gpos100","STM3941"
"3910","chr1",4150560,4150893,"p4","gpos100","STM3942"
"3911","chr1",4150950,4151345,"p10","gpos100","cyaY"
"3912","chr1",4152029,4152238,"p9","gpos100","STM3944"
"3913","chr1",4152263,4153079,"p9","gpos75","yifL"
"3914","chr1",4153080,4153784,"p2","gpos25","dapF"
"3915","chr1",4153785,4154689,"p8","gpos100","yigA"
"3916","chr1",4154690,4155418,"p9","gpos75","xerC"
"3917","chr1",4155438,4157716,"p5","gpos25","yigB"
"3918","chr1",4158073,4159138,"p1","gpos25","uvrD"
"3919","chr1",4159187,4159578,"p3","gpos100","corA"
"3920","chr1",4159583,4160051,"p1","gpos100","yigF"
"3921","chr1",4160076,4160978,"p6","gpos25","yigG"
"3922","chr1",4161004,4161489,"p6","gpos50","rarD"
"3923","chr1",4161620,4162505,"p10","gpos75","yigI"
"3924","chr1",4162571,4164418,"p5","gpos100","pldA"
"3925","chr1",4164482,4165102,"p4","gpos25","recQ"
"3926","chr1",4165142,4165775,"p6","gpos25","rhtC"
"3927","chr1",4165858,4166889,"p9","gpos50","rthB"
"3928","chr1",4166889,4167705,"p3","gpos25","pldB"
"3929","chr1",4167786,4168572,"p2","gpos100","yigL"
"3930","chr1",4168573,4169536,"p2","gpos25","yigM"
"3931","chr1",4169764,4172039,"p3","gpos75","metR"
"3932","chr1",4172367,4173726,"p6","gpos25","metE"
"3933","chr1",4173806,4174630,"p7","gpos75","STM3966"
"3934","chr1",4174799,4175638,"p9","gpos25","dlhH"
"3935","chr1",4175765,4177208,"p9","gpos50","udp"
"3936","chr1",4177293,4178056,"p3","gpos100","yigN"
"3937","chr1",4178057,4178659,"p9","gpos25","ubiE"
"3938","chr1",4178660,4180311,"p8","gpos100","yigP"
"3939","chr1",4180506,4180762,"p10","gpos50","aarF"
"3940","chr1",4180763,4181323,"p6","gpos25","tatA"
"3941","chr1",4181326,4182105,"p5","gpos25","tatB"
"3942","chr1",4182135,4182929,"p9","gpos75","tatC"
"3943","chr1",4182937,4183441,"p2","gpos50","yigW"
"3944","chr1",4183602,4185089,"p5","gpos75","rfaH"
"3945","chr1",4185165,4185876,"p9","gpos25","yigC"
"3946","chr1",4186124,4186843,"p8","gpos25","ubiB"
"3947","chr1",4186892,4187953,"p6","gpos75","STM3980"
"3948","chr1",4188150,4189322,"p9","gpos75","STM3981"
"3949","chr1",4189323,4191593,"p9","gpos75","fadA"
"3950","chr1",4191688,4193024,"p1","gpos50","fadB"
"3951","chr1",4193025,4193647,"p4","gpos25","pepQ"
"3952","chr1",4193671,4195137,"p10","gpos25","yigZ"
"3953","chr1",4195137,4195694,"p10","gpos50","trkH"
"3954","chr1",4196072,4197613,"p6","gpos50","hemG"
"3955","chr1",4197683,4197756,"p3","gpos75","rrsA"
"3956","chr1",4197871,4197943,"p1","gpos25","ileT"
"3957","chr1",4198129,4201123,"p9","gpos25","alaT"
"3958","chr1",4201315,4201436,"p1","gpos75","rrlA"
"3959","chr1",4201697,4202208,"p4","gpos25","rrfA"
"3960","chr1",4202209,4202805,"p7","gpos75","mobB"
"3961","chr1",4202850,4203132,"p7","gpos25","mobA"
"3962","chr1",4203197,4204195,"p8","gpos50","yihD"
"3963","chr1",4204196,4204835,"p9","gpos25","yihE"
"3964","chr1",4204848,4205756,"p8","gpos75","dsbA"
"3965","chr1",4206130,4208930,"p3","gpos50","yihG"
"3966","chr1",4209089,4209144,"p7","gpos50","polA"
"3967","chr1",4209265,4209912,"p2","gpos25","spf"
"3968","chr1",4210134,4210361,"p7","gpos100","yihA"
"3969","chr1",4210480,4210995,"p1","gpos100","STM4002"
"3970","chr1",4211173,4212557,"p4","gpos100","yihI"
"3971","chr1",4212870,4214288,"p1","gpos100","hemN"
"3972","chr1",4214288,4215410,"p6","gpos25","glnG"
"3973","chr1",4215612,4216999,"p4","gpos100","glnL"
"3974","chr1",4217000,4217385,"p10","gpos75","glnA"
"3975","chr1",4217386,4219220,"p10","gpos50","STM4008"
"3976","chr1",4219275,4219993,"p3","gpos25","typA"
"3977","chr1",4219994,4220868,"p7","gpos25","STM4010"
"3978","chr1",4220869,4222110,"p10","gpos75","STM4011"
"3979","chr1",4222112,4222979,"p1","gpos100","STM4012"
"3980","chr1",4222980,4224010,"p4","gpos75","STM4013"
"3981","chr1",4224018,4224871,"p7","gpos100","STM4014"
"3982","chr1",4225023,4225726,"p10","gpos75","STM4015"
"3983","chr1",4225783,4227213,"p5","gpos50","yshA"
"3984","chr1",4227250,4228645,"p1","gpos50","yihO"
"3985","chr1",4228678,4230726,"p6","gpos100","yihP"
"3986","chr1",4230758,4231618,"p2","gpos100","yihQ"
"3987","chr1",4231619,4232872,"p3","gpos50","yihR"
"3988","chr1",4232876,4233766,"p6","gpos75","yihS"
"3989","chr1",4233777,4234685,"p10","gpos25","yihT"
"3990","chr1",4234827,4235734,"p4","gpos25","yihU"
"3991","chr1",4235757,4236571,"p1","gpos75","yihV"
"3992","chr1",4236750,4237343,"p10","gpos25","yihW"
"3993","chr1",4237344,4238207,"p8","gpos25","yihX"
"3994","chr1",4238208,4238645,"p3","gpos75","rbn"
"3995","chr1",4238646,4239647,"p9","gpos75","yihZ"
"3996","chr1",4239662,4240104,"p2","gpos50","yiiD"
"3997","chr1",4240105,4240429,"p2","gpos50","STM4030"
"3998","chr1",4240502,4241438,"p10","gpos100","STM4031"
"3999","chr1",4241997,4242251,"p8","gpos50","STM4032"
"4000","chr1",4242298,4243223,"p4","gpos25","STM4033"
"4001","chr1",4243224,4243855,"p3","gpos25","fdhE"
"4002","chr1",4243856,4244771,"p5","gpos75","fdoI"
"4003","chr1",4244771,4247833,"p9","gpos25","fdoH"
"4004","chr1",4248002,4248852,"p9","gpos50","fdoG"
"4005","chr1",4249120,4250156,"p10","gpos100","fdhD"
"4006","chr1",4250334,4251434,"p6","gpos100","STM4039"
"4007","chr1",4251789,4252111,"p1","gpos50","yiiG"
"4008","chr1",4252112,4252777,"p4","gpos25","STM4041"
"4009","chr1",4252854,4253420,"p10","gpos50","STM4042"
"4010","chr1",4253509,4253819,"p2","gpos25","STM4042A"
"4011","chr1",4253820,4254981,"p3","gpos50","yiiL"
"4012","chr1",4255095,4255936,"p1","gpos25","STM4044"
"4013","chr1",4256065,4257320,"p6","gpos25","rhaD"
"4014","chr1",4257321,4258934,"p2","gpos25","rhaA"
"4015","chr1",4259012,4259914,"p4","gpos50","rhaB"
"4016","chr1",4260056,4260911,"p10","gpos100","rhaS"
"4017","chr1",4260912,4262101,"p8","gpos75","rhaR"
"4018","chr1",4262565,4263248,"p9","gpos50","rhaT"
"4019","chr1",4263406,4264705,"p3","gpos25","STM4051"
"4020","chr1",4264706,4265229,"p8","gpos100","STM4052"
"4021","chr1",4265240,4266229,"p3","gpos75","STM4053"
"4022","chr1",4266430,4267172,"p4","gpos50","STM4054"
"4023","chr1",4267179,4267931,"p8","gpos50","sodA"
"4024","chr1",4267936,4268338,"p10","gpos25","yiiM"
"4025","chr1",4268389,4269758,"p10","gpos100","STM4057"
"4026","chr1",4269759,4270471,"p1","gpos25","cpxA"
"4027","chr1",4270595,4271108,"p10","gpos100","cpxR"
"4028","chr1",4271244,4272158,"p4","gpos25","cpxP"
"4029","chr1",4272334,4273305,"p3","gpos50","yiiP"
"4030","chr1",4273503,4274498,"p3","gpos25","pfkA"
"4031","chr1",4274584,4275354,"p6","gpos75","sbp"
"4032","chr1",4275610,4276951,"p5","gpos100","ushB"
"4033","chr1",4276955,4277921,"p6","gpos25","STM4065"
"4034","chr1",4277924,4278971,"p4","gpos75","STM4066"
"4035","chr1",4279027,4279756,"p5","gpos100","STM4067"
"4036","chr1",4279846,4280018,"p7","gpos50","STM4068"
"4037","chr1",4280029,4280165,"p6","gpos100","STM4069"
"4038","chr1",4280255,4280525,"p3","gpos50","STM4070"
"4039","chr1",4280619,4282223,"p10","gpos75","STM4071"
"4040","chr1",4282299,4283270,"p1","gpos75","ydeV"
"4041","chr1",4283503,4285034,"p7","gpos100","ydeW"
"4042","chr1",4285035,4286074,"p5","gpos25","ego"
"4043","chr1",4286075,4287084,"p4","gpos50","ydeY"
"4044","chr1",4287101,4288135,"p2","gpos75","ydeZ"
"4045","chr1",4288152,4289039,"p4","gpos50","yneA"
"4046","chr1",4289071,4289412,"p4","gpos25","yneB"
"4047","chr1",4289415,4290186,"p3","gpos25","yneC"
"4048","chr1",4290278,4291058,"p9","gpos50","STM4080"
"4049","chr1",4291158,4291766,"p2","gpos100","tpiA"
"4050","chr1",4291844,4292283,"p2","gpos25","yiiQ"
"4051","chr1",4292390,4293148,"p10","gpos50","yiiR"
"4052","chr1",4293233,4294243,"p10","gpos50","fpr"
"4053","chr1",4294355,4295876,"p10","gpos25","glpX"
"4054","chr1",4295884,4296874,"p2","gpos75","glpK"
"4055","chr1",4297112,4297367,"p6","gpos25","glpF"
"4056","chr1",4297589,4298074,"p7","gpos75","yiiU"
"4057","chr1",4298167,4299108,"p5","gpos75","menG"
"4058","chr1",4299163,4300503,"p3","gpos50","menA"
"4059","chr1",4300504,4301047,"p2","gpos75","hslU"
"4060","chr1",4301126,4302100,"p9","gpos25","hslV"
"4061","chr1",4302194,4303230,"p8","gpos75","ftsN"
"4062","chr1",4303374,4305584,"p4","gpos100","cytR"
"4063","chr1",4305766,4305988,"p8","gpos50","priA"
"4064","chr1",4306034,4306702,"p3","gpos50","rpmE"
"4065","chr1",4306897,4308692,"p8","gpos100","STM4097"
"4066","chr1",4309144,4309477,"p2","gpos75","STM4098"
"4067","chr1",4309711,4310877,"p2","gpos25","metJ"
"4068","chr1",4310878,4313321,"p5","gpos75","metB"
"4069","chr1",4313437,4314301,"p5","gpos50","metL"
"4070","chr1",4315530,4316658,"p3","gpos25","STM4102"
"4071","chr1",4316785,4318346,"p10","gpos75","STM4103"
"4072","chr1",4318378,4319431,"p7","gpos75","STM4104"
"4073","chr1",4319437,4321776,"p4","gpos50","metF"
"4074","chr1",4321834,4322463,"p8","gpos75","katG"
"4075","chr1",4322716,4323830,"p9","gpos75","yijF"
