"","Chromosome","ChromStart","ChromEnd","Gene_ID","Count"
"1899","chr1",538938,539116,"STM0479",17
"1900","chr1",557948,560463,"STM0497",6
"1901","chr1",571109,571945,"STM0509",7
"1902","chr1",582408,582568,"STM0520",8
"1903","chr1",601388,601817,"STM0538",4
"1904","chr1",601818,602363,"STM0539",3
"1905","chr1",612709,613311,"STM0551",7
"1906","chr1",619026,619210,"STM0561",6
"1907","chr1",619261,620126,"STM0562",4
"1908","chr1",620318,621656,"STM0563",11
"1909","chr1",621801,622047,"STM0564",13
"1910","chr1",622048,622622,"STM0565",5
"1911","chr1",622701,623882,"STM0566",10
"1912","chr1",624190,625596,"STM0567",17
"1913","chr1",632190,633188,"STM0571",24
"1914","chr1",633243,634290,"STM0572",7
"1915","chr1",634319,635175,"STM0573",11
"1916","chr1",635176,635926,"STM0574",6
"1917","chr1",635934,636381,"STM0575",2
"1918","chr1",636382,636838,"STM0576",6
"1919","chr1",637031,637695,"STM0577",1
"1920","chr1",639012,639360,"STM0580",3
"1921","chr1",639366,639614,"STM0581",2
"1922","chr1",673695,675976,"STM0610",16
"1923","chr1",675977,676532,"STM0611",34
"1924","chr1",676533,677307,"STM0612",2
"1925","chr1",677375,677818,"STM0613",9
"1926","chr1",712300,713477,"STM0649",3
"1927","chr1",713522,714480,"STM0650",14
"1928","chr1",714541,716476,"STM0651",5
"1929","chr1",716558,717042,"STM0652",13
"1930","chr1",725561,726507,"STM0660",22
"1931","chr1",738014,738085,"STM0672",2
"1932","chr1",755356,756295,"STM0691",9
"1933","chr1",756397,757003,"STM0692",5
"1934","chr1",762066,763381,"STM0699",3
"1935","chr1",793916,794719,"STM0727",1
"1936","chr1",797906,798364,"STM0731",2
"1937","chr1",825481,826333,"STM0761",2
"1938","chr1",826495,827346,"STM0762",2
"1939","chr1",827347,828330,"STM0763",2
"1940","chr1",828574,829821,"STM0764",5
"1941","chr1",829871,830116,"STM0765",12
"1942","chr1",834420,835494,"STM0769",6
"1943","chr1",835495,836275,"STM0770",8
"1944","chr1",836366,837131,"STM0771",5
"1945","chr1",842902,844389,"STM0777",12
"1946","chr1",866940,869244,"STM0799",8
"1947","chr1",875583,876150,"STM0809",10
"1948","chr1",876153,877114,"STM0810",6
"1949","chr1",884685,885370,"STM0818",6
"1950","chr1",902728,903856,"STM0835",4
"1951","chr1",940596,941820,"STM0867",12
"1952","chr1",941963,942595,"STM0868",11
"1953","chr1",942712,944412,"STM0869",5
"1954","chr1",944656,945045,"STM0870",20
"1955","chr1",955896,956222,"STM0884",12
"1956","chr1",956226,957719,"STM0885",2
"1957","chr1",957938,958683,"STM0886",13
"1958","chr1",1005673,1006516,"STM0930",4
"1959","chr1",1007626,1009069,"STM0932",16
"1960","chr1",1028379,1029247,"STM0950",4
"1961","chr1",1029343,1030259,"STM0951",7
"1962","chr1",1030350,1030495,"STM0952",9
"1963","chr1",1054059,1055023,"STM0971",1
"1964","chr1",1076497,1077288,"STM0989",7
"1965","chr1",1093850,1095075,"STM1001",1
"1966","chr1",1095314,1096756,"STM1002",15
"1967","chr1",1096834,1098221,"STM1003",17
"1968","chr1",1149872,1151980,"STM1060",15
"1969","chr1",1170359,1170685,"STM1078",2
"1970","chr1",1172728,1173513,"STM1081",6
"1971","chr1",1173549,1173839,"STM1082",13
"1972","chr1",1177861,1178208,"STM1089",4
"1973","chr1",1180626,1182100,"STM1093",3
"1974","chr1",1185184,1185708,"STM1097",6
"1975","chr1",1197666,1198040,"STM1109",12
"1976","chr1",1198682,1198986,"STM1110",2
"1977","chr1",1207585,1211547,"STM1123",9
"1978","chr1",1216430,1217938,"STM1127",3
"1979","chr1",1218263,1218949,"STM1128",8
"1980","chr1",1219449,1220609,"STM1129",2
"1981","chr1",1220643,1221347,"STM1130",10
"1982","chr1",1221618,1222910,"STM1131",1
"1983","chr1",1222913,1224027,"STM1132",6
"1984","chr1",1224732,1224816,"STM1133",5
"1985","chr1",1233480,1234964,"STM1147",4
"1986","chr1",1246256,1246379,"STM1158",12
"1987","chr1",1274481,1275077,"STM1188",9
"1988","chr1",1316014,1317148,"STM1228",28
"1989","chr1",1323538,1324203,"STM1236",2
"1990","chr1",1328179,1328972,"STM1239",29
"1991","chr1",1335077,1335354,"STM1249",1
"1992","chr1",1335498,1335973,"STM1250",10
"1993","chr1",1336306,1337355,"STM1251",1
"1994","chr1",1337438,1337981,"STM1252",12
"1995","chr1",1338117,1338436,"STM1253",4
"1996","chr1",1340741,1341703,"STM1255",15
"1997","chr1",1341704,1342509,"STM1256",12
"1998","chr1",1342510,1343300,"STM1257",7
"1999","chr1",1343301,1343898,"STM1258",10
"2000","chr1",1343980,1345119,"STM1259",8
"2001","chr1",1345300,1345633,"STM1260",10
"2002","chr1",1345637,1345710,"STM1261",2
"2003","chr1",1346579,1347374,"STM1263",3
"2004","chr1",1348176,1349029,"STM1265",12
"2005","chr1",1349284,1349542,"STM1266",6
"2006","chr1",1349611,1349764,"STM1267",1
"2007","chr1",1349836,1350388,"STM1268",2
"2008","chr1",1350570,1351223,"STM1269",5
"2009","chr1",1353120,1353377,"STM1273",11
"2010","chr1",1354427,1354786,"STM1276",7
"2011","chr1",1357708,1358240,"STM1281",2
"2012","chr1",1366503,1367366,"STM1287",13
"2013","chr1",1367465,1368361,"STM1288",11
"2014","chr1",1380444,1380860,"STM1300",2
"2015","chr1",1380933,1381751,"STM1301",3
"2016","chr1",1390110,1390948,"STM1309",21
"2017","chr1",1404694,1404994,"STM1324",12
"2018","chr1",1408204,1408514,"STM1328",8
"2019","chr1",1408515,1409376,"STM1329",8
"2020","chr1",1409545,1409755,"STM1330",16
"2021","chr1",1450009,1450245,"STM1366",4
"2022","chr1",1452295,1452671,"STM1368",13
"2023","chr1",1491574,1492215,"STM1410",4
"2024","chr1",1518577,1519439,"STM1441",31
"2025","chr1",1533761,1534338,"STM1457",15
"2026","chr1",1534997,1535448,"STM1459",3
"2027","chr1",1549668,1550813,"STM1472",25
"2028","chr1",1560230,1560578,"STM1481",18
"2029","chr1",1562051,1562346,"STM1484",5
"2030","chr1",1562694,1563958,"STM1485",1
"2031","chr1",1568516,1569663,"STM1490",7
"2032","chr1",1569664,1570318,"STM1491",7
"2033","chr1",1570321,1571230,"STM1492",6
"2034","chr1",1571252,1571968,"STM1493",4
"2035","chr1",1572267,1572881,"STM1494",6
"2036","chr1",1573783,1574410,"STM1496",5
"2037","chr1",1576945,1579395,"STM1498",30
"2038","chr1",1579540,1579857,"STM1499",25
"2039","chr1",1592369,1592911,"STM1513",3
"2040","chr1",1605149,1605533,"STM1527",21
"2041","chr1",1605534,1605866,"STM1528",4
"2042","chr1",1606403,1607526,"STM1529",2
"2043","chr1",1607667,1608015,"STM1530",5
"2044","chr1",1608021,1608895,"STM1531",4
"2045","chr1",1608896,1609963,"STM1532",11
"2046","chr1",1609975,1610381,"STM1533",18
"2047","chr1",1610382,1610680,"STM1534",1
"2048","chr1",1610681,1611294,"STM1535",3
"2049","chr1",1611295,1611988,"STM1536",3
"2050","chr1",1611989,1613793,"STM1537",4
"2051","chr1",1613794,1614902,"STM1538",10
"2052","chr1",1615319,1616417,"STM1539",8
"2053","chr1",1616457,1617254,"STM1540",7
"2054","chr1",1617313,1618312,"STM1541",4
"2055","chr1",1618313,1619606,"STM1542",11
"2056","chr1",1619776,1621332,"STM1543",10
"2057","chr1",1622633,1624152,"STM1545",16
"2058","chr1",1624178,1624674,"STM1546",27
"2059","chr1",1624906,1625946,"STM1547",9
"2060","chr1",1625998,1626399,"STM1548",21
"2061","chr1",1626558,1626831,"STM1549",1
"2062","chr1",1626832,1627088,"STM1550",2
"2063","chr1",1627912,1628820,"STM1551",2
"2064","chr1",1630398,1631871,"STM1552",8
"2065","chr1",1632123,1633130,"STM1554",11
"2066","chr1",1633267,1634725,"STM1555",8
"2067","chr1",1634727,1635940,"STM1556",11
"2068","chr1",1636053,1638135,"STM1557",11
"2069","chr1",1638185,1640709,"STM1558",22
"2070","chr1",1640710,1642500,"STM1559",30
"2071","chr1",1642623,1643414,"STM1560",25
"2072","chr1",1643551,1643894,"STM1561",9
"2073","chr1",1644230,1644674,"STM1562",2
"2074","chr1",1656803,1658295,"STM1573",3
"2075","chr1",1659191,1660589,"STM1575",9
"2076","chr1",1670632,1672136,"STM1583",2
"2077","chr1",1672579,1673652,"STM1585",1
"2078","chr1",1673893,1676024,"STM1586",8
"2079","chr1",1691240,1691646,"STM1600",4
"2080","chr1",1697532,1698213,"STM1606",6
"2081","chr1",1698356,1698938,"STM1607",8
"2082","chr1",1702901,1703188,"STM1612",13
"2083","chr1",1703188,1704510,"STM1613",1
"2084","chr1",1704511,1705332,"STM1614",11
"2085","chr1",1705448,1705901,"STM1615",8
"2086","chr1",1705901,1706545,"STM1616",8
"2087","chr1",1706545,1707343,"STM1617",11
"2088","chr1",1707344,1707789,"STM1618",6
"2089","chr1",1707836,1709043,"STM1619",4
"2090","chr1",1709821,1711494,"STM1621",11
"2091","chr1",1713253,1714612,"STM1623",20
"2092","chr1",1714889,1715812,"STM1624",8
"2093","chr1",1718817,1719103,"STM1627",5
"2094","chr1",1719608,1720016,"STM1628",2
"2095","chr1",1720145,1720861,"STM1629",8
"2096","chr1",1721280,1722513,"STM1630",10
"2097","chr1",1723877,1724646,"STM1632",6
"2098","chr1",1724647,1725300,"STM1633",13
"2099","chr1",1725318,1726046,"STM1634",15
"2100","chr1",1726047,1726733,"STM1635",9
"2101","chr1",1726863,1728420,"STM1636",6
"2102","chr1",1729109,1729546,"STM1637",15
"2103","chr1",1729817,1730358,"STM1638",1
"2104","chr1",1736625,1736955,"STM1643",7
"2105","chr1",1741754,1742058,"STM1649",5
"2106","chr1",1742108,1745643,"STM1650",3
"2107","chr1",1747290,1748238,"STM1653",6
"2108","chr1",1751271,1752430,"STM1656",2
"2109","chr1",1752836,1753413,"STM1657",21
"2110","chr1",1758522,1759215,"STM1664",5
"2111","chr1",1759687,1760244,"STM1665",11
"2112","chr1",1760343,1761179,"STM1667",6
"2113","chr1",1761194,1763184,"STM1668",7
"2114","chr1",1763251,1764101,"STM1669",37
"2115","chr1",1764383,1765247,"STM1670",13
"2116","chr1",1765638,1766747,"STM1671",5
"2117","chr1",1766961,1767215,"STM1672",19
"2118","chr1",1767326,1767923,"STM1673",3
"2119","chr1",1767982,1768707,"STM1674",6
"2120","chr1",1768798,1769672,"STM1675",10
"2121","chr1",1769941,1770851,"STM1676",8
"2122","chr1",1770959,1771894,"STM1677",12
"2123","chr1",1771991,1773615,"STM1678",14
"2124","chr1",1790151,1791531,"STM1697",12
"2125","chr1",1791559,1791707,"STM1698",28
"2126","chr1",1791708,1792012,"STM1698A",2
"2127","chr1",1827887,1828536,"STM1731",10
"2128","chr1",1829282,1830036,"STM1733",3
"2129","chr1",1835617,1836617,"STM1741",3
"2130","chr1",1841998,1842657,"STM1747",4
"2131","chr1",1855491,1856167,"STM1760",11
"2132","chr1",1884759,1885922,"STM1785",26
"2133","chr1",1885923,1887730,"STM1786",17
"2134","chr1",1887736,1888465,"STM1787",19
"2135","chr1",1888466,1889046,"STM1788",10
"2136","chr1",1889047,1889449,"STM1789",12
"2137","chr1",1889450,1890312,"STM1790",5
"2138","chr1",1890376,1891931,"STM1791",9
"2139","chr1",1891931,1893079,"STM1792",11
"2140","chr1",1893087,1893181,"STM1793",7
"2141","chr1",1893520,1894850,"STM1794",1
"2142","chr1",1894974,1896776,"STM1795",18
"2143","chr1",1909560,1909746,"STM1808",1
"2144","chr1",1909925,1910067,"STM1809",2
"2145","chr1",1910414,1910894,"STM1810",1
"2146","chr1",1926498,1928044,"STM1827",24
"2147","chr1",1928333,1929498,"STM1829",1
"2148","chr1",1932075,1932703,"STM1833",3
"2149","chr1",1935544,1935765,"STM1836",16
"2150","chr1",1936916,1937071,"STM1839",3
"2151","chr1",1937668,1938469,"STM1841",1
"2152","chr1",1940056,1940954,"STM1843",17
"2153","chr1",1948558,1950011,"STM1849",44
"2154","chr1",1950467,1950667,"STM1851",2
"2155","chr1",1955004,1955423,"STM1856",6
"2156","chr1",1955787,1956062,"STM1857",7
"2157","chr1",1956228,1956368,"STM1858",6
"2158","chr1",1956851,1957714,"STM1859",6
"2159","chr1",1968116,1968239,"STM1871",4
"2160","chr1",1968293,1968663,"STM1872",2
"2161","chr1",1969539,1969927,"STM1874",11
"2162","chr1",1971057,1971767,"STM1877",6
"2163","chr1",2006441,2007586,"STM1910",17
"2164","chr1",2007817,2008208,"STM1911",8
"2165","chr1",2028800,2029148,"STM1933",3
"2166","chr1",2029375,2029885,"STM1934",2
"2167","chr1",2033125,2034570,"STM1939",2
"2168","chr1",2034777,2035109,"STM1940",18
"2169","chr1",2035363,2035446,"STM1941",6
"2170","chr1",2039353,2039588,"STM1948",1
"2171","chr1",2056005,2056331,"STM1967",4
"2172","chr1",2071617,2071862,"STM1987",18
"2173","chr1",2071879,2072802,"STM1988",1
"2174","chr1",2077561,2078762,"STM1994",7
"2175","chr1",2082174,2082260,"STM1999",1
"2176","chr1",2085395,2086101,"STM2005",2
"2177","chr1",2086918,2088612,"STM2006",8
"2178","chr1",2088663,2090399,"STM2007",8
"2179","chr1",2091304,2092770,"STM2008",13
"2180","chr1",2092954,2093284,"STM2010",2
"2181","chr1",2094162,2094234,"STM2011",2
"2182","chr1",2215507,2218633,"STM2126",9
"2183","chr1",2226721,2227444,"STM2133",22
"2184","chr1",2227449,2229566,"STM2134",12
"2185","chr1",2229673,2231043,"STM2135",25
"2186","chr1",2232576,2232997,"STM2137",13
"2187","chr1",2233114,2233455,"STM2138",5
"2188","chr1",2233999,2234910,"STM2139",3
"2189","chr1",2242830,2243848,"STM2148",2
"2190","chr1",2253228,2253703,"STM2156A",6
"2191","chr1",2272977,2273628,"STM2175",17
"2192","chr1",2273630,2274336,"STM2176",3
"2193","chr1",2274347,2275391,"STM2177",9
"2194","chr1",2275396,2276760,"STM2178",7
"2195","chr1",2276873,2277788,"STM2179",8
"2196","chr1",2277907,2278300,"STM2180",9
"2197","chr1",2282612,2283861,"STM2186",7
"2198","chr1",2292680,2294053,"STM2195",3
"2199","chr1",2294259,2295151,"STM2196",20
"2200","chr1",2295178,2296506,"STM2197",4
"2201","chr1",2296550,2298554,"STM2198",9
"2202","chr1",2309635,2309757,"STM2208",17
"2203","chr1",2327473,2328494,"STM2225",8
"2204","chr1",2346688,2347348,"STM2245",7
"2205","chr1",2377973,2379304,"STM2273",5
"2206","chr1",2379342,2380218,"STM2274",8
"2207","chr1",2380219,2381043,"STM2275",2
"2208","chr1",2386530,2387413,"STM2280",19
"2209","chr1",2387529,2388603,"STM2281",8
"2210","chr1",2395857,2396037,"STM2287",4
"2211","chr1",2396039,2396852,"STM2288",4
"2212","chr1",2396868,2398169,"STM2289",2
"2213","chr1",2401775,2402422,"STM2293",17
"2214","chr1",2408950,2410609,"STM2300",15
"2215","chr1",2410928,2411316,"STM2302",1
"2216","chr1",2411317,2411585,"STM2303",3
"2217","chr1",2421684,2423476,"STM2314",9
"2218","chr1",2440124,2441072,"STM2329",1
"2219","chr1",2443993,2445830,"STM2332",4
"2220","chr1",2447927,2449140,"STM2336",3
"2221","chr1",2454094,2454920,"STM2340",8
"2222","chr1",2454921,2456319,"STM2341",7
"2223","chr1",2456333,2456611,"STM2342",9
"2224","chr1",2456686,2457135,"STM2343",4
"2225","chr1",2457374,2458401,"STM2344",4
"2226","chr1",2458407,2458972,"STM2345",6
"2227","chr1",2459018,2459581,"STM2346",3
"2228","chr1",2468647,2469751,"STM2357",14
"2229","chr1",2469752,2471185,"STM2358",8
"2230","chr1",2471264,2472666,"STM2359",10
"2231","chr1",2472865,2474299,"STM2360",11
"2232","chr1",2474335,2475866,"STM2361",19
"2233","chr1",2485950,2486331,"STM2372",12
"2234","chr1",2486491,2486745,"STM2373",3
"2235","chr1",2486906,2487273,"STM2374",1
"2236","chr1",2487274,2487800,"STM2375",5
"2237","chr1",2487867,2488528,"STM2376",5
"2238","chr1",2488621,2489845,"STM2377",10
"2239","chr1",2492047,2492333,"STM2379",30
"2240","chr1",2514550,2515480,"STM2400",4
"2241","chr1",2520387,2522046,"STM2404",12
"2242","chr1",2522205,2523217,"STM2405",27
"2243","chr1",2523318,2523657,"STM2406",15
"2244","chr1",2539000,2541025,"STM2426",4
"2245","chr1",2547553,2548431,"STM2434",7
"2246","chr1",2558621,2559207,"STM2446",8
"2247","chr1",2559258,2559693,"STM2447",6
"2248","chr1",2560324,2561194,"STM2449",2
"2249","chr1",2562575,2563859,"STM2452",4
"2250","chr1",2585920,2586980,"STM2475",1
"2251","chr1",2589614,2591584,"STM2478",16
"2252","chr1",2602103,2602982,"STM2486",6
"2253","chr1",2609462,2609832,"STM2494",14
"2254","chr1",2620894,2621031,"STM2503",23
"2255","chr1",2621102,2621197,"STM2504",1
"2256","chr1",2661485,2662286,"STM2527",10
"2257","chr1",2662287,2662912,"STM2528",11
"2258","chr1",2662913,2665318,"STM2529",7
"2259","chr1",2665447,2667762,"STM2530",25
"2260","chr1",2672894,2673748,"STM2532",49
"2261","chr1",2675232,2676017,"STM2534",10
"2262","chr1",2684427,2685239,"STM2545",9
"2263","chr1",2686437,2687482,"STM2547",11
"2264","chr1",2690311,2690956,"STM2551",17
"2265","chr1",2712385,2713942,"STM2566",1
"2266","chr1",2716580,2717484,"STM2570",12
"2267","chr1",2717577,2718437,"STM2571",15
"2268","chr1",2719415,2720622,"STM2573",20
"2269","chr1",2720727,2721653,"STM2574",21
"2270","chr1",2721679,2721951,"STM2575",3
"2271","chr1",2796443,2796564,"STM2655",5
"2272","chr1",2808249,2809380,"STM2666",1
"2273","chr1",2810347,2811477,"STM2668",9
"2274","chr1",2821590,2822176,"STM2680",4
"2275","chr1",2840521,2842708,"STM2690",10
"2276","chr1",2842716,2843879,"STM2691",26
"2277","chr1",2844217,2844316,"STM2692",20
"2278","chr1",2845815,2846296,"STM2695",2
"2279","chr1",2849097,2849219,"STM2697",7
"2280","chr1",2849588,2850109,"STM2699",2
"2281","chr1",2850113,2851292,"STM2700",2
"2282","chr1",2851388,2851909,"STM2701",7
"2283","chr1",2851910,2852994,"STM2702",14
"2284","chr1",2852998,2853408,"STM2703",1
"2285","chr1",2853999,2855569,"STM2705",11
"2286","chr1",2855570,2856167,"STM2706",7
"2287","chr1",2856168,2857062,"STM2707",6
"2288","chr1",2857063,2857418,"STM2708",14
"2289","chr1",2858066,2858504,"STM2710",11
"2290","chr1",2858505,2858898,"STM2711",14
"2291","chr1",2858899,2859031,"STM2712",4
"2292","chr1",2859032,2859465,"STM2713",6
"2293","chr1",2859837,2860326,"STM2714",9
"2294","chr1",2860327,2860546,"STM2715",6
"2295","chr1",2860546,2860748,"STM2716",2
"2296","chr1",2860749,2861221,"STM2717",2
"2297","chr1",2861307,2861963,"STM2718",8
"2298","chr1",2861964,2863052,"STM2719",10
"2299","chr1",2863063,2863902,"STM2720",15
"2300","chr1",2872692,2873545,"STM2729",6
"2301","chr1",2873546,2873772,"STM2730",1
"2302","chr1",2875827,2876069,"STM2736",2
"2303","chr1",2876177,2876815,"STM2737",3
"2304","chr1",2878160,2879237,"STM2739",11
"2305","chr1",2907070,2907343,"STM2764",6
"2306","chr1",2907789,2908423,"STM2765",2
"2307","chr1",2928377,2929306,"STM2780",2
"2308","chr1",2935577,2936017,"STM2786",5
"2309","chr1",2936022,2937542,"STM2787",3
"2310","chr1",2937829,2938822,"STM2788",13
"2311","chr1",2938834,2940116,"STM2789",9
"2312","chr1",2946343,2946881,"STM2797",2
"2313","chr1",2948813,2949174,"STM2800",2
"2314","chr1",2951145,2951589,"STM2803",12
"2315","chr1",2951846,2952091,"STM2804",6
"2316","chr1",2960989,2961655,"STM2812",5
"2317","chr1",2966274,2966800,"STM2816",19
"2318","chr1",2986500,2987644,"STM2840",17
"2319","chr1",2991709,2992171,"STM2844",14
"2320","chr1",3013795,3014431,"STM2868",7
"2321","chr1",3015003,3015757,"STM2870",5
"2322","chr1",3024419,3024672,"STM2880",5
"2323","chr1",3045704,3046051,"STM2901",6
"2324","chr1",3046324,3046656,"STM2902",6
"2325","chr1",3047331,3047620,"STM2903",4
"2326","chr1",3047621,3048153,"STM2904",4
"2327","chr1",3048226,3048418,"STM2905",6
"2328","chr1",3048768,3049434,"STM2906",5
"2329","chr1",3050270,3052853,"STM2908",7
"2330","chr1",3053286,3054501,"STM2910",11
"2331","chr1",3054582,3055514,"STM2911",13
"2332","chr1",3055556,3057048,"STM2912",16
"2333","chr1",3057049,3058006,"STM2913",15
"2334","chr1",3058039,3058819,"STM2914",13
"2335","chr1",3063183,3063773,"STM2920",2
"2336","chr1",3063774,3065209,"STM2921",3
"2337","chr1",3065213,3065456,"STM2922",10
"2338","chr1",3065501,3066506,"STM2923",2
"2339","chr1",3096564,3097244,"STM2950",5
"2340","chr1",3102887,3105172,"STM2955",5
"2341","chr1",3110546,3111898,"STM2959",5
"2342","chr1",3115551,3116333,"STM2963",5
"2343","chr1",3138849,3139663,"STM2986",8
"2344","chr1",3172701,3173975,"STM3012",9
"2345","chr1",3181899,3182387,"STM3020",13
"2346","chr1",3182529,3183758,"STM3021",7
"2347","chr1",3183789,3184072,"STM3022",9
"2348","chr1",3186660,3187732,"STM3025",16
"2349","chr1",3193108,3193651,"STM3030",2
"2350","chr1",3194324,3194788,"STM3031",2
"2351","chr1",3195560,3195794,"STM3033",2
"2352","chr1",3197431,3197501,"STM3036",14
"2353","chr1",3198593,3199149,"STM3038",12
"2354","chr1",3212143,3215031,"STM3052",2
"2355","chr1",3233748,3234332,"STM3071",7
"2356","chr1",3234333,3235021,"STM3072",8
"2357","chr1",3235022,3235692,"STM3073",8
"2358","chr1",3235693,3236355,"STM3074",11
"2359","chr1",3236399,3238401,"STM3075",9
"2360","chr1",3241820,3242299,"STM3079",1
"2361","chr1",3242332,3243343,"STM3080",7
"2362","chr1",3243353,3244371,"STM3081",5
"2363","chr1",3244372,3245852,"STM3082",7
"2364","chr1",3247104,3247910,"STM3083",13
"2365","chr1",3248058,3248795,"STM3084",5
"2366","chr1",3248933,3250917,"STM3085",9
"2367","chr1",3259953,3260943,"STM3098",11
"2368","chr1",3284884,3285418,"STM3124",13
"2369","chr1",3285419,3286924,"STM3125",8
"2370","chr1",3287127,3287509,"STM3126",8
"2371","chr1",3287516,3288828,"STM3127",8
"2372","chr1",3288967,3290463,"STM3128",9
"2373","chr1",3290599,3290978,"STM3129",21
"2374","chr1",3290979,3291471,"STM3130",4
"2375","chr1",3292190,3293120,"STM3131",4
"2376","chr1",3293152,3294035,"STM3132",11
"2377","chr1",3294426,3295741,"STM3133",11
"2378","chr1",3296082,3297319,"STM3134",8
"2379","chr1",3297418,3298900,"STM3135",13
"2380","chr1",3298901,3300326,"STM3136",17
"2381","chr1",3300626,3301691,"STM3137",11
"2382","chr1",3302354,3304221,"STM3138",8
"2383","chr1",3306081,3307138,"STM3141",12
"2384","chr1",3307209,3307470,"STM3142",12
"2385","chr1",3316281,3316784,"STM3152",7
"2386","chr1",3317656,3318052,"STM3154",6
"2387","chr1",3318053,3318463,"STM3155",2
"2388","chr1",3318573,3319471,"STM3156",4
"2389","chr1",3327929,3328390,"STM3166",15
"2390","chr1",3328945,3331127,"STM3167",2
"2391","chr1",3332622,3333111,"STM3169",9
"2392","chr1",3333116,3334429,"STM3170",2
"2393","chr1",3340261,3340668,"STM3175",20
"2394","chr1",3355510,3356304,"STM3191",19
"2395","chr1",3356317,3356995,"STM3192",1
"2396","chr1",3357004,3357687,"STM3193",2
"2397","chr1",3357858,3358525,"STM3194",7
"2398","chr1",3360413,3362106,"STM3198",6
"2399","chr1",3382762,3384294,"STM3216",17
"2400","chr1",3428111,3428586,"STM3257",4
"2401","chr1",3428605,3428892,"STM3258",1
"2402","chr1",3428893,3430278,"STM3259",2
"2403","chr1",3430310,3431365,"STM3260",9
"2404","chr1",3431463,3432249,"STM3261",8
"2405","chr1",3432407,3433282,"STM3262",5
"2406","chr1",3461762,3461845,"STM3291",19
"2407","chr1",3503075,3504365,"STM3333",15
"2408","chr1",3504448,3504911,"STM3334",17
"2409","chr1",3512413,3512811,"STM3343",4
"2410","chr1",3518739,3520046,"STM3350",9
"2411","chr1",3522871,3523781,"STM3354",8
"2412","chr1",3523803,3525075,"STM3355",2
"2413","chr1",3525282,3525933,"STM3356",9
"2414","chr1",3525934,3526567,"STM3357",4
"2415","chr1",3526683,3527727,"STM3358",1
"2416","chr1",3529563,3529848,"STM3362",3
"2417","chr1",3549094,3549709,"STM3377",3
"2418","chr1",3550038,3550572,"STM3378",3
"2419","chr1",3560035,3560712,"STM3388",23
"2420","chr1",3581972,3582408,"STM3411",7
"2421","chr1",3612642,3613705,"STM3461",2
"2422","chr1",3667899,3668683,"STM3508",6
"2423","chr1",3684866,3686458,"STM3521",22
"2424","chr1",3690852,3692416,"STM3527",10
"2425","chr1",3692505,3693621,"STM3528",24
"2426","chr1",3695266,3696998,"STM3529",13
"2427","chr1",3697030,3697947,"STM3531",18
"2428","chr1",3697991,3698746,"STM3532",11
"2429","chr1",3698924,3701385,"STM3533",3
"2430","chr1",3717605,3718373,"STM3547",10
"2431","chr1",3718421,3719383,"STM3548",11
"2432","chr1",3719384,3720429,"STM3549",5
"2433","chr1",3720474,3722232,"STM3550",6
"2434","chr1",3748235,3749494,"STM3580",7
"2435","chr1",3771106,3772433,"STM3598",7
"2436","chr1",3772479,3773335,"STM3599",20
"2437","chr1",3773388,3774372,"STM3600",4
"2438","chr1",3774541,3775265,"STM3601",7
"2439","chr1",3775568,3777235,"STM3602",6
"2440","chr1",3779114,3779474,"STM3604",13
"2441","chr1",3779480,3780098,"STM3605",3
"2442","chr1",3817980,3819112,"STM3631",9
"2443","chr1",3819246,3820261,"STM3632",12
"2444","chr1",3820424,3820497,"STM3633",13
"2445","chr1",3837748,3838220,"STM3650",4
"2446","chr1",3838221,3838508,"STM3651",3
"2447","chr1",3838686,3839161,"STM3652",1
"2448","chr1",3843370,3844374,"STM3657",7
"2449","chr1",3858209,3858682,"STM3670",19
"2450","chr1",3865905,3867867,"STM3678",5
"2451","chr1",3867985,3869535,"STM3679",20
"2452","chr1",3870858,3872704,"STM3681",12
"2453","chr1",3879648,3880023,"STM3688",3
"2454","chr1",3891459,3892663,"STM3696",10
"2455","chr1",3892729,3894047,"STM3697",9
"2456","chr1",3894130,3894963,"STM3698",12
"2457","chr1",3929414,3930303,"STM3736",10
"2458","chr1",3930542,3931167,"STM3737",12
"2459","chr1",3967826,3968555,"STM3766",11
"2460","chr1",3968556,3969668,"STM3767",14
"2461","chr1",3969669,3970525,"STM3768",13
"2462","chr1",3970526,3971281,"STM3769",7
"2463","chr1",3971421,3971913,"STM3770",6
"2464","chr1",3971917,3972350,"STM3771",2
"2465","chr1",3972561,3975364,"STM3772",4
"2466","chr1",3975550,3975849,"STM3773",36
"2467","chr1",3975948,3977337,"STM3774",9
"2468","chr1",3977397,3978602,"STM3775",9
"2469","chr1",3979142,3979472,"STM3777",5
"2470","chr1",3979563,3979839,"STM3778",5
"2471","chr1",3979842,3980709,"STM3779",2
"2472","chr1",3980765,3982241,"STM3780",5
"2473","chr1",3982242,3983606,"STM3781",17
"2474","chr1",3983676,3983959,"STM3782",3
"2475","chr1",3983960,3984440,"STM3783",3
"2476","chr1",3984451,3985278,"STM3784",3
"2477","chr1",3985547,3986011,"STM3785",8
"2478","chr1",3992256,3993583,"STM3791",9
"2479","chr1",3993603,3994529,"STM3792",6
"2480","chr1",3994842,3995633,"STM3793",3
"2481","chr1",3995635,3995928,"STM3794",2
"2482","chr1",3999701,4000811,"STM3796A",4
"2483","chr1",4001961,4002893,"STM3799",17
"2484","chr1",4020198,4020822,"STM3820",13
