chrm,start,end,gene
chr1,2817205,2818579,ffh
chr1,2818732,2819523,corE
chr1,2819588,2820829,yfjD
chr1,2820944,2821555,STM2680
chr1,2821590,2822192,grpE
chr1,2822177,2822375,STM2682
chr1,2822288,2823181,yfjB
chr1,2823254,2824928,recN
chr1,2825061,2825415,smpA
chr1,2825581,2825881,yfjF
chr1,2825861,2826337,yfjG
chr1,2826477,2826969,smpB
chr1,2839117,2840531,STM2690
chr1,2840521,2842708,STM2691
chr1,2842716,2843879,STM2692
chr1,2844217,2844316,10Sa
chr1,2844431,2844666,STM2694
chr1,2844718,2845824,STM2695
chr1,2845815,2846307,STM2696
chr1,2846297,2849109,STM2697
chr1,2849097,2849219,STM2698
chr1,2849231,2849540,STM2699
chr1,2849588,2850109,STM2700
chr1,2850113,2851292,STM2701
chr1,2851388,2851958,STM2702
chr1,2851910,2852994,STM2703
chr1,2852998,2853408,STM2704
chr1,2853412,2854033,STM2705
chr1,2853999,2855573,STM2706
chr1,2855570,2856180,STM2707
chr1,2856168,2857084,STM2708
chr1,2857063,2857428,STM2709
chr1,2857419,2858001,STM2710
chr1,2858066,2858517,STM2711
chr1,2858505,2858944,STM2712
chr1,2858899,2859190,STM2713
chr1,2859032,2859465,STM2714
chr1,2859837,2860351,STM2715
chr1,2860327,2860546,STM2716
chr1,2860546,2860756,STM2717
chr1,2860749,2861221,STM2718
chr1,2861307,2861968,STM2719
chr1,2861964,2863052,STM2720
chr1,2863063,2863902,STM2721
chr1,2864035,2865805,STM2722
chr1,2865798,2866845,STM2723
chr1,2866931,2868682,STM2724
chr1,2868896,2869633,STM2726
chr1,2869687,2869997,STM2727
chr1,2869931,2870126,STM2728
chr1,2870272,2872708,STM2729
chr1,2872692,2873556,STM2730
chr1,2873546,2873781,STM2731
chr1,2873773,2874014,STM2732
chr1,2874074,2874422,STM2733
chr1,2874629,2875093,STM2734
chr1,2875041,2875281,STM2735
chr1,2875282,2875797,STM2736
chr1,2875827,2876069,STM2737
chr1,2876177,2876815,STM2738
chr1,2876819,2877844,STM2739
chr1,2878160,2879237,STM2740
chr1,2879461,2880058,STM2741
chr1,2880448,2881641,STM2742
chr1,2881976,2882803,STM2743
chr1,2883247,2883469,STM2744
chr1,2883505,2885574,STM2745
chr1,2886073,2887360,STM2746
chr1,2887399,2888223,STM2747
chr1,2888377,2888738,STM2748
chr1,2888824,2889112,STM2749
chr1,2889217,2889746,STM2750
chr1,2889736,2890117,STM2751
chr1,2890106,2891094,STM2752
chr1,2891098,2892118,STM2753
chr1,2892413,2893615,STM2754
chr1,2893689,2894331,STM2755
chr1,2894348,2894919,STM2756
chr1,2894911,2895760,STM2757
chr1,2895883,2897432,STM2758
chr1,2897642,2899326,STM2759
chr1,2900435,2901318,STM2760
chr1,2901484,2903358,STM2761
chr1,2903618,2904901,STM2762
chr1,2905473,2906075,STM2763
chr1,2906456,2906923,STM2764
chr1,2907070,2907343,STM2765
chr1,2907789,2908434,STM2766
chr1,2908424,2910413,STM2767
chr1,2910685,2911847,STM2768
chr1,2912627,2913166,fljA
chr1,2913234,2914761,fljB
chr1,2914839,2915418,hin
chr1,2916374,2917496,iroB
chr1,2917570,2921230,iroC
chr1,2921334,2922584,iroD
chr1,2922609,2923551,iroE
chr1,2923593,2925778,iroN
chr1,2926299,2926631,STM2779
chr1,2926806,2927863,STM2780
chr1,2928377,2929306,virK
chr1,2929591,2930495,mig-14
chr1,2931217,2932237,nxiA
chr1,2932363,2933785,tctE
chr1,2933765,2934446,tctD
chr1,2934587,2935571,STM2786
chr1,2935577,2936017,STM2787
chr1,2936022,2937542,STM2788
chr1,2937829,2938822,STM2789
chr1,2938834,2940116,ygaF
chr1,2940126,2941586,gabD
chr1,2941587,2942884,gabT
chr1,2943003,2944414,gabP
chr1,2944444,2945133,ygaE
chr1,2945155,2945613,ygaU
chr1,2945704,2945873,yqaE
chr1,2946045,2946344,STM2797
chr1,2946343,2946881,ygaP
chr1,2947229,2947770,stpA
chr1,2948316,2948778,STM2800
chr1,2948813,2949174,ygaC
chr1,2949313,2949651,ygaM
chr1,2949735,2951074,STM2803
chr1,2951145,2951589,STM2804
chr1,2951846,2952106,nrdH
chr1,2952092,2952513,nrdI
chr1,2952470,2954630,nrdE
chr1,2954629,2955600,nrdF
chr1,2955884,2957157,proV
chr1,2957137,2958214,proW
chr1,2958273,2959279,proX
chr1,2959431,2960628,STM2812
chr1,2960989,2961655,emrR
chr1,2961770,2962954,emrA
chr1,2962959,2964509,emrB
chr1,2964558,2965933,STM2816
chr1,2966274,2966800,luxS
chr1,2966939,2968511,gshA
chr1,2968572,2969014,yqaA
chr1,2968994,2969569,yqaB
chr1,2969932,2970005,STM2821
chr1,2970202,2970275,STM2822
chr1,2970341,2970414,STM2823
chr1,2970480,2970553,STM2824
chr1,2970560,2970649,STM2825
chr1,2970955,2971152,csrA
chr1,2971375,2974015,alaS
chr1,2974241,2974751,oraA
chr1,2974858,2976032,recA
chr1,2976004,2976510,ygaD
chr1,2976979,2978069,mltB
chr1,2978191,2978875,srlA
chr1,2978859,2979843,srlE
chr1,2979844,2980217,slrB
chr1,2980216,2981008,srlD
chr1,2981072,2981443,gutM
chr1,2981625,2982414,srlR
chr1,2982428,2983372,gutQ
chr1,2983369,2984898,ygaA
chr1,2985066,2986514,STM2840
chr1,2986500,2987644,ygbD
chr1,2987741,2989997,hypF
chr1,2990127,2990684,hydN
chr1,2990873,2991687,STM2844
chr1,2991709,2992190,hycI
chr1,2992172,2992596,hycH
chr1,2992579,2993357,hycG
chr1,2993346,2993899,hycF
chr1,2993898,2995607,hycE
chr1,2995625,2996561,hycD
chr1,2996551,2998390,hycC
chr1,2998377,2998997,hycB
chr1,2999131,2999606,hycA
chr1,2999794,3000158,hypA
chr1,3000215,3001099,hypB
chr1,3001076,3001362,hypC
chr1,3001351,3002483,hypD
chr1,3002516,3003490,hypE
chr1,3003696,3005787,fhlA
chr1,3005849,3006207,ygbA
chr1,3006369,3007292,sitA
chr1,3007281,3008110,sitB
chr1,3008100,3008967,sitC
chr1,3008951,3009806,sitD
chr1,3009905,3010816,avrA
chr1,3010974,3011735,sprB
chr1,3012114,3013008,hilC
chr1,3013346,3013804,STM2868
chr1,3013795,3014479,orgA
chr1,3014432,3015046,STM2870
chr1,3015003,3015761,prgK
chr1,3015758,3016069,prgJ
chr1,3016082,3016331,prgI
chr1,3016349,3017527,prgH
chr1,3017838,3018772,hilD
chr1,3019846,3021524,hilA
chr1,3021534,3022024,iagB
chr1,3022078,3023717,sptP
chr1,3023696,3024095,sicP
chr1,3024115,3024375,STM2880
chr1,3024419,3024672,iacP
chr1,3024686,3026750,sipA
chr1,3026762,3027799,sipD
chr1,3027864,3029098,sipC
chr1,3029121,3030909,sipB
chr1,3030905,3031414,sicA
chr1,3031540,3032617,spaS
chr1,3032597,3033394,spaR
chr1,3033392,3033656,spaQ
chr1,3033678,3034357,spaP
chr1,3034342,3035261,spaO
chr1,3035253,3036271,invJ
chr1,3036263,3036711,invI
chr1,3036684,3037979,invC
chr1,3037976,3038390,invB
chr1,3038407,3040471,invA
chr1,3040489,3041615,invE
chr1,3041604,3043292,invG
chr1,3043289,3043939,invF
chr1,3044391,3044839,invH
chr1,3045264,3045719,STM2901
chr1,3045704,3046051,STM2902
chr1,3046324,3046656,STM2903
chr1,3047331,3047629,STM2904
chr1,3047621,3048153,STM2905
chr1,3048226,3048418,STM2906
chr1,3048768,3049434,pphB
chr1,3049606,3050134,STM2908
chr1,3050270,3052853,mutS
chr1,3052909,3053296,STM2910
chr1,3053286,3054501,STM2911
chr1,3054582,3055514,STM2912
chr1,3055556,3057059,STM2913
chr1,3057049,3058006,STM2914
chr1,3058039,3058829,ygbM
chr1,3058820,3059473,ygbL
chr1,3059455,3060728,ygbK
chr1,3060711,3061645,ygbJ
chr1,3061819,3062595,ygbI
chr1,3062614,3063025,STM2920
chr1,3063183,3063782,STM2921
chr1,3063774,3065209,STM2922
chr1,3065213,3065456,STM2923
chr1,3065501,3066506,rpoS
chr1,3066556,3067808,nlpD
chr1,3067865,3068508,pcm
chr1,3068485,3069256,surE
chr1,3069227,3070287,ygbO
chr1,3070273,3070766,ispF
chr1,3070752,3071474,ispD
chr1,3071481,3071803,ygbQ
chr1,3071983,3072349,ygbE
chr1,3072357,3072975,cysC
chr1,3072949,3074399,cysN
chr1,3074398,3075386,cysD
chr1,3075546,3076603,iap
chr1,3078251,3078559,ygbF
chr1,3078544,3079477,STM2938
chr1,3079461,3080122,ygcH
chr1,3080093,3080851,STM2940
chr1,3080850,3081921,yghJ
chr1,3081922,3082490,STM2942
chr1,3082479,3084035,STM2943
chr1,3084047,3086721,ygcB
chr1,3087148,3088108,sopD
chr1,3088196,3088939,cysH
chr1,3089006,3090731,cysI
chr1,3090718,3092582,cysJ
chr1,3092941,3093303,ptpS
chr1,3093391,3094196,STM2950
chr1,3096564,3097244,ygcF
chr1,3097371,3098681,eno
chr1,3098752,3100399,pyrG
chr1,3100617,3101417,mazG
chr1,3102447,3102808,STM2955
chr1,3102887,3105310,relA
chr1,3105173,3106475,ygcA
chr1,3106516,3109282,barA
chr1,3109326,3110474,STM2959
chr1,3110546,3111898,gudD
chr1,3111907,3113260,ygcY
chr1,3113244,3114615,gudT
chr1,3115083,3115548,STM2963
chr1,3115551,3116333,yqcB
chr1,3116333,3116674,yqcC
chr1,3116703,3117057,csrB
chr1,3117274,3117828,syd
chr1,3117868,3118736,yqcD
chr1,3118838,3120213,ygdH
chr1,3120766,3122067,sdaC
chr1,3122115,3123493,sdaB
chr1,3123584,3124419,exo
chr1,3124511,3125672,fucO
chr1,3125676,3126333,fucA
chr1,3128214,3130001,fucI
chr1,3130090,3131520,fucK
chr1,3131509,3131944,fucU
chr1,3131988,3132712,fucR
chr1,3132771,3133884,ygdE
chr1,3133864,3134271,ygdD
chr1,3134278,3135307,gcvA
chr1,3135542,3135781,ygdI
chr1,3135952,3137167,csdA
chr1,3137147,3137610,ygdK
chr1,3137905,3138797,STM2986
chr1,3138849,3139663,ygdL
chr1,3139765,3140878,mltA
chr1,3141070,3141143,metZ
chr1,3141176,3141249,metW
chr1,3141362,3142622,amiC
chr1,3142836,3144179,argA
chr1,3144282,3146128,recD
chr1,3146114,3149659,recB
chr1,3149652,3152551,ptr
chr1,3152718,3156100,recC
chr1,3156105,3156436,ppdC
chr1,3156410,3156831,ygdB
chr1,3156814,3157388,ppdB
chr1,3157368,3157838,ppdA
chr1,3158023,3158825,thyA
chr1,3158824,3159709,lgt
chr1,3159915,3162181,ptsP
chr1,3162174,3162715,ygdP
chr1,3163375,3164082,mutH
chr1,3164250,3164977,ygdQ
chr1,3165135,3165365,ygdR
chr1,3165544,3166596,tas
chr1,3166683,3167898,ygeD
chr1,3167878,3170049,aas
chr1,3170619,3171658,galR
chr1,3171660,3172691,STM3012
chr1,3172701,3173975,lysA
chr1,3174070,3175016,lysR
chr1,3174988,3175707,ygeA
chr1,3175808,3177396,araE
chr1,3177580,3178352,kduD
chr1,3178398,3179243,kduI
chr1,3179664,3180851,yqeF
chr1,3180965,3181833,STM3020
chr1,3181899,3182387,STM3021
chr1,3182529,3183758,STM3022
chr1,3183789,3184072,yohL
chr1,3184170,3185049,yohM
chr1,3185259,3186024,STM3025
chr1,3186660,3187743,STM3026
chr1,3187733,3188483,stdC
chr1,3188517,3191023,stdB
chr1,3191126,3191849,stdA
chr1,3192429,3193077,STM3030
chr1,3193108,3193651,STM3031
chr1,3194324,3194788,tnpA_4
chr1,3195162,3195568,STM3033
chr1,3195560,3195794,STM3034
chr1,3195957,3196215,STM3035
chr1,3196483,3197296,STM3036
chr1,3197431,3197501,glyU
chr1,3197581,3198339,STM3038
chr1,3198593,3199149,idi
chr1,3199225,3200753,lysS
chr1,3200752,3201633,prfB
chr1,3201955,3203704,recJ
chr1,3203694,3204423,dsbC
chr1,3204431,3205339,xerD
chr1,3205420,3205961,fldB
chr1,3206014,3206441,ygfX
chr1,3206408,3206684,ygfY
chr1,3206911,3207904,ygfZ
chr1,3208020,3208691,yqfA
chr1,3208843,3209169,yqfB
chr1,3209313,3210746,bglA
chr1,3210794,3211694,STM3052
chr1,3212143,3215031,gcvP
chr1,3215179,3215582,gcvH
chr1,3215594,3216838,gcvT
chr1,3217143,3218357,visC
chr1,3218471,3219663,ubiH
chr1,3219646,3220976,pepP
chr1,3220988,3221572,ygfB
chr1,3221721,3222062,ygfE
chr1,3222342,3222904,ygfA
chr1,3223285,3224530,serA
chr1,3224783,3225457,rpiA
chr1,3225578,3226489,iciA
chr1,3226755,3227512,yggE
chr1,3227595,3228243,yggA
chr1,3228430,3229302,yggB
chr1,3229517,3230610,fba
chr1,3230698,3231872,pgk
chr1,3231883,3233099,epd
chr1,3233298,3233728,STM3071
chr1,3233748,3234332,STM3072
chr1,3234333,3235040,STM3073
chr1,3235022,3235705,STM3074
chr1,3235693,3236355,STM3075
chr1,3236399,3238401,tktA
chr1,3238653,3239424,yggG
chr1,3239525,3240457,speB
chr1,3240650,3241606,STM3079
chr1,3241820,3242299,STM3080
chr1,3242332,3243343,STM3081
chr1,3243353,3244380,STM3082
chr1,3244372,3245852,STM3083
chr1,3247104,3247910,STM3084
chr1,3248058,3248795,STM3085
chr1,3248933,3251005,speA
chr1,3250918,3251049,yqgB
chr1,3251170,3251347,yqgC
chr1,3251344,3251654,yqgD
chr1,3251684,3252853,metK
chr1,3253334,3254740,galP
chr1,3254819,3255316,sprT
chr1,3255348,3256118,endA
chr1,3256128,3256926,yggJ
chr1,3256934,3257893,gshB
chr1,3258095,3258672,yqgE
chr1,3258658,3259088,yqgF
chr1,3259135,3259824,STM3098
chr1,3259953,3260945,yggR
chr1,3260944,3261655,yggS
chr1,3261664,3262240,yggT
chr1,3262225,3262527,yggU
chr1,3262525,3263128,yggV
chr1,3263105,3264257,yggW
chr1,3264348,3265374,yggM
chr1,3265488,3266704,ansB
chr1,3266723,3267453,yggN
chr1,3267492,3267830,yggL
chr1,3267818,3268554,yggH
chr1,3268692,3269744,mutY
chr1,3269761,3270047,yggX
chr1,3270160,3271245,mltC
chr1,3271265,3272718,nupG
chr1,3272780,3275026,speC
chr1,3275329,3276047,yqgA
chr1,3276153,3276225,pheV
chr1,3276387,3276826,STM3117
chr1,3276832,3278170,STM3118
chr1,3278182,3278716,STM3119
chr1,3278733,3279583,STM3120
chr1,3279662,3280545,STM3121
chr1,3280593,3282338,STM3122
chr1,3282401,3283592,STM3123
chr1,3284090,3284780,STM3124
chr1,3284884,3285445,STM3125
chr1,3285419,3286924,STM3126
chr1,3287127,3287509,STM3127
chr1,3287516,3288828,STM3128
chr1,3288967,3290463,STM3129
chr1,3290599,3290989,STM3130
chr1,3290979,3291471,STM3131
chr1,3292190,3293120,STM3132
chr1,3293152,3294035,STM3133
chr1,3294426,3295741,STM3134
chr1,3296082,3297319,STM3135
chr1,3297418,3298902,STM3136
chr1,3298901,3300326,STM3137
chr1,3300626,3301691,STM3138
chr1,3302354,3304221,gsp
chr1,3304428,3305303,yghU
chr1,3305371,3306087,STM3141
chr1,3306081,3307138,STM3142
chr1,3307209,3307470,hybG
chr1,3307485,3307840,hybF
chr1,3307819,3308320,hybE
chr1,3308300,3308805,hybD
chr1,3308794,3310511,hybC
chr1,3310494,3311684,hybB
chr1,3311662,3312663,hybA
chr1,3312651,3313785,hypO
chr1,3313959,3314257,yghW
chr1,3314331,3315981,STM3152
chr1,3316281,3316784,yqhA
chr1,3317055,3317570,STM3154
chr1,3317656,3318072,STM3155
chr1,3318053,3318463,STM3156
chr1,3318573,3319471,yghA
chr1,3319584,3320023,exbD
chr1,3320016,3320763,exbB
chr1,3320743,3320892,STM3160
chr1,3320989,3322189,metC
chr1,3322318,3322988,yghB
chr1,3323052,3323983,yqhC
chr1,3324131,3325307,yqhD
chr1,3325401,3326240,yqhE
chr1,3326406,3327890,STM3166
chr1,3327929,3328390,STM3167
chr1,3328945,3331127,ygiR
chr1,3331597,3332587,STM3169
chr1,3332622,3333111,STM3170
chr1,3333116,3334429,ygiK
chr1,3334474,3335897,sufI
chr1,3335960,3336706,plsC
chr1,3336954,3339227,parC
chr1,3339323,3340196,STM3175
chr1,3340261,3340668,ygiW
chr1,3340793,3341464,ygiX
chr1,3341450,3342810,ygiY
chr1,3342906,3343498,mdaB
chr1,3343518,3343844,ygiN
chr1,3343969,3345861,parE
chr1,3345889,3346480,yqiA
chr1,3346470,3347308,icc
chr1,3347322,3347753,yqiB
chr1,3347741,3348385,yqiE
chr1,3348574,3350049,tolC
chr1,3350249,3350933,ygiB
chr1,3350926,3352102,ygiC
chr1,3352164,3353007,ygiD
chr1,3353081,3353866,ygiE
chr1,3354502,3355474,STM3191
chr1,3355510,3356304,STM3192
chr1,3356317,3356995,STM3193
chr1,3357004,3357687,STM3194
chr1,3357858,3358525,ribB
chr1,3358881,3359247,yqiC
chr1,3359321,3359539,glgS
chr1,3359775,3360408,STM3198
chr1,3360413,3362106,yqiK
chr1,3362566,3364011,rfaE
chr1,3364047,3366905,glnE
chr1,3367008,3368315,ygiF
chr1,3368551,3369165,ygiM
chr1,3369216,3370469,cca
chr1,3370574,3371408,bacA
chr1,3371493,3371861,folB
chr1,3371947,3372570,ygiH
chr1,3372821,3373849,gcp
chr1,3373960,3374277,rpsU
chr1,3374504,3376258,dnaG
chr1,3376224,3378255,rpoD
chr1,3378379,3378896,mug
chr1,3379011,3379083,ileX
chr1,3379166,3379943,yqjH
chr1,3380156,3380812,yqjI
chr1,3380809,3382380,STM3216
chr1,3382762,3384294,aer
chr1,3384796,3386091,oat
chr1,3386250,3388280,fadH
chr1,3388361,3389508,ygjO
chr1,3389572,3390080,ygjP
chr1,3390213,3390924,ygjQ
chr1,3390994,3392011,ygjR
chr1,3392272,3393252,ygjT
chr1,3393495,3394751,ygjU
chr1,3395189,3395863,yqjA
chr1,3395854,3396250,yqjB
chr1,3396379,3396763,yqjC
chr1,3396793,3397110,yqjD
chr1,3397113,3397511,yqjE
chr1,3397491,3397807,yqjK
chr1,3397952,3398437,yqjF
chr1,3398493,3399491,yqjG
chr1,3399606,3399980,yhaH
chr1,3400019,3400924,yhaJ
chr1,3401007,3401721,yhaK
chr1,3401732,3401909,yhaL
chr1,3402022,3403344,yhaN
chr1,3403358,3404698,yhaO
chr1,3405005,3406374,tdcG
chr1,3406439,3408748,tdcE
chr1,3408767,3409988,tdcD
chr1,3410041,3411383,tdcC
chr1,3411393,3412399,tdcB
chr1,3412480,3413427,tdcA
chr1,3414806,3415186,rnpB
chr1,3415217,3416374,garK
chr1,3416460,3417368,garR
chr1,3417376,3418158,garL
chr1,3418659,3420247,garD
chr1,3420487,3421440,STM3251
chr1,3421445,3422298,agaR
chr1,3422547,3423466,STM3253
chr1,3423470,3424391,STM3254
chr1,3424413,3425845,STM3255
chr1,3425825,3426638,STM3256
chr1,3426824,3428107,STM3257
chr1,3428111,3428586,STM3258
chr1,3428605,3428901,STM3259
chr1,3428893,3430278,STM3260
chr1,3430310,3431365,STM3261
chr1,3431463,3432249,STM3262
chr1,3432407,3433282,yraL
chr1,3433323,3435376,yraM
chr1,3435322,3435729,yraN
chr1,3435741,3436341,yraO
chr1,3436340,3436926,yraP
chr1,3436993,3437680,yraR
chr1,3437749,3438277,yhbO
chr1,3438257,3438710,yhbP
chr1,3438718,3439055,yhbQ
chr1,3439042,3439555,yhbS
chr1,3439539,3440078,yhbT
chr1,3440269,3441275,yhbU
chr1,3441247,3442162,yhbV
chr1,3442340,3443347,yhbW
chr1,3443325,3444050,STM3277
chr1,3444199,3444733,STM3278
chr1,3444794,3446123,mtr
chr1,3446192,3448132,deaD
chr1,3448260,3449151,nlpI
chr1,3449254,3451401,pnp
chr1,3451631,3451913,rpsO
chr1,3452051,3453006,truB
chr1,3452995,3453410,rbfA
chr1,3453617,3456309,infB
chr1,3456320,3457839,nusA
chr1,3457850,3458272,yhbC
chr1,3458513,3458586,metY
chr1,3458864,3460273,argG
chr1,3460359,3461430,STM3291
chr1,3461762,3461845,leuU
chr1,3461859,3462207,secG
chr1,3462414,3463767,mrsA
chr1,3463744,3464606,folP
chr1,3464697,3466631,hflB
chr1,3466735,3467374,ftsJ
chr1,3467431,3467781,yhbY
chr1,3467937,3468425,greA
chr1,3468641,3470094,dacB
chr1,3470226,3471410,yhbZ
chr1,3472508,3472781,rpmA
chr1,3472785,3473108,rplU
chr1,3473342,3474325,ispB
chr1,3474541,3474844,nlp
chr1,3474902,3476173,murA
chr1,3476215,3476508,yrbA
chr1,3476657,3476967,yrbB
chr1,3476953,3477603,yrbC
chr1,3477607,3478173,yrbD
chr1,3478163,3478963,yrbE
chr1,3478953,3479777,yrbF
chr1,3479967,3480955,yrbG
chr1,3480956,3481955,yrbH
chr1,3481962,3482542,yrbI
chr1,3482519,3483114,yrbK
chr1,3483067,3483637,yhbN
chr1,3483644,3484369,yhbG
chr1,3484314,3485850,rpoN
chr1,3485861,3486160,yhbH
chr1,3486259,3486769,ptsN
chr1,3486800,3487669,yhbJ
chr1,3487649,3487938,ptsO
chr1,3488176,3488819,yrbL
chr1,3488894,3489630,mtgA
chr1,3489619,3490288,yhbL
chr1,3490499,3492847,arcB
chr1,3492929,3493876,yhcC
chr1,3494517,3498990,gltB
chr1,3498989,3500418,gltD
chr1,3500615,3501728,yhcG
chr1,3501797,3503098,STM3333
chr1,3503075,3504365,STM3334
chr1,3504448,3504928,yhcH
chr1,3504912,3505798,nanK
chr1,3505784,3506484,nanE
chr1,3506520,3508010,nanT
chr1,3508126,3509028,nanA
chr1,3509154,3509945,yhcK
chr1,3510054,3510569,sspB
chr1,3510560,3511210,sspA
chr1,3511461,3512217,STM3343
chr1,3512413,3512811,rpsI
chr1,3512821,3513264,rplM
chr1,3513552,3514695,yhcM
chr1,3514856,3515267,yhcB
chr1,3515404,3516791,degQ
chr1,3516884,3517954,degS
chr1,3517988,3518719,STM3350
chr1,3518739,3520046,oadB
chr1,3520053,3521835,oadA
chr1,3521844,3522103,oadG
chr1,3522254,3522887,STM3354
chr1,3522871,3523781,STM3355
chr1,3523803,3525075,STM3356
chr1,3525282,3525953,STM3357
chr1,3525934,3526567,STM3358
chr1,3526683,3527727,mdh
chr1,3527894,3528505,argR
chr1,3528858,3529133,yhcN
chr1,3529230,3529503,STM3362
chr1,3529563,3529848,yhcO
chr1,3530007,3531974,yhcP
chr1,3531980,3532921,yhcQ
chr1,3532920,3533132,yhcR
chr1,3533305,3534234,yhcS
chr1,3534357,3535802,tldD
chr1,3535947,3539759,yhdP
chr1,3539854,3541334,cafA
chr1,3541313,3541915,yhdE
chr1,3541915,3542413,mreD
chr1,3542406,3543475,mreC
chr1,3543523,3544583,mreB
chr1,3544874,3546831,yhdA
chr1,3547007,3547992,yhdH
chr1,3548092,3549109,STM3377
chr1,3549094,3549709,STM3378
chr1,3550038,3550572,accB
chr1,3550574,3551932,accC
chr1,3552029,3552283,yhdT
chr1,3552260,3553724,panF
chr1,3553736,3554617,prmA
chr1,3555169,3556243,yhdG
chr1,3556262,3556565,fis
chr1,3556638,3557535,yhdJ
chr1,3557606,3557782,yhdU
chr1,3557933,3560032,STM3388
chr1,3560035,3560712,envR
chr1,3561100,3562268,acrE
chr1,3562267,3565393,acrF
chr1,3565618,3565850,yhdV
chr1,3566629,3566750,rrfF
chr1,3566791,3566863,thrV
chr1,3566874,3566995,rrfD
chr1,3567085,3570078,rrlD
chr1,3570314,3570386,STM3397
chr1,3570470,3572013,rrsD
chr1,3572480,3573043,yrdA
chr1,3573019,3573290,yrdB
chr1,3573273,3574104,aroE
chr1,3574096,3574681,yrdC
chr1,3574673,3575215,yrdD
chr1,3575242,3575729,smg
chr1,3575687,3576826,smf
chr1,3576933,3577452,def
chr1,3577452,3578415,fmt
chr1,3578467,3579756,sun
chr1,3579758,3581154,trkA
chr1,3581282,3581709,mscL
chr1,3581645,3581914,STM3411
chr1,3581972,3582408,zntR
chr1,3582408,3582788,yhdN
chr1,3582884,3583279,rplQ
chr1,3583308,3584306,rpoA
chr1,3584323,3584956,rpsD
chr1,3584977,3585382,rpsK
chr1,3585383,3585751,rpsM
chr1,3585886,3586015,rpmJ
chr1,3586034,3587381,secY
chr1,3587373,3587819,rplO
chr1,3587811,3588005,rpmD
chr1,3587994,3588507,rpsE
chr1,3588512,3588876,rplR
chr1,3588875,3589417,rplF
chr1,3589421,3589829,rpsH
chr1,3589847,3590168,rpsN
chr1,3590167,3590719,rplE
chr1,3590721,3591047,rplX
chr1,3591046,3591430,rplN
chr1,3591581,3591849,rpsQ
chr1,3591835,3592037,rpmC
chr1,3592026,3592450,rplP
chr1,3592449,3593163,rpsC
chr1,3593168,3593509,rplV
chr1,3593515,3593804,rpsS
chr1,3593810,3594644,rplB
chr1,3594649,3594965,rplW
chr1,3594948,3595565,rplD
chr1,3595564,3596205,rplC
chr1,3596226,3596553,rpsJ
chr1,3596910,3597384,hopD
chr1,3597381,3597873,bfr
chr1,3597930,3598136,bfd
chr1,3598309,3599500,tufA
chr1,3599565,3601689,fusA
chr1,3601776,3602259,rpsG
chr1,3602342,3602729,rpsL
chr1,3602842,3603138,yheL
chr1,3603137,3603507,yheM
chr1,3603493,3603890,yheN
chr1,3603879,3604618,yheO
chr1,3604878,3605708,fkpA
chr1,3605906,3606134,slyX
chr1,3606322,3606923,slyD
chr1,3607007,3607212,yheV
chr1,3607218,3609033,kefB
chr1,3609023,3609585,yheR
chr1,3609830,3611747,yheS
chr1,3612133,3612455,STM3461
chr1,3612642,3613709,yheT
chr1,3613706,3613924,yheU
chr1,3613965,3614845,prkB
chr1,3614941,3615513,yhfA
chr1,3615460,3616285,crp
chr1,3616334,3618421,yhfK
chr1,3618464,3619751,argD
chr1,3619767,3620341,pabA
chr1,3620362,3620972,fic
chr1,3620954,3621133,yhfG
chr1,3621230,3621875,ppiA
chr1,3622069,3623260,yhfC
chr1,3623325,3626066,nirB
chr1,3626052,3626389,nirD
chr1,3626649,3627464,nirC
chr1,3627463,3628849,cysG
chr1,3629155,3635036,bigA
chr1,3635168,3635632,tnpA_5
chr1,3635928,3636110,yhfL
chr1,3636255,3637272,trpS
chr1,3637252,3638020,gph
chr1,3638003,3638692,rpe
chr1,3638698,3639534,dam
chr1,3639715,3641004,damX
chr1,3641090,3642195,aroB
chr1,3642235,3642756,aroK
chr1,3643221,3644472,hofQ
chr1,3644374,3644791,yrfA
chr1,3644765,3645252,yrfB
chr1,3645222,3645778,yrfC
chr1,3645761,3646556,yrfD
chr1,3646637,3649213,mrcA
chr1,3649309,3649920,yrfE
chr1,3650184,3652327,yrfF
chr1,3652380,3653060,yrfG
chr1,3653060,3653472,yrfH
chr1,3653491,3654375,yrfI
chr1,3654485,3656206,yhgE
chr1,3656520,3658193,pckA
chr1,3658268,3659637,envZ
chr1,3659617,3660468,ompR
chr1,3660546,3661035,greB
chr1,3661120,3663464,yhgF
chr1,3663893,3664128,feoA
chr1,3664147,3666465,feoB
chr1,3666464,3666714,yhgG
chr1,3666939,3667863,STM3508
chr1,3667899,3668683,bioH
chr1,3668695,3669390,yhgH
chr1,3669437,3670024,yhgI
chr1,3670225,3671717,gntT
chr1,3671836,3673925,malQ
chr1,3673924,3676406,malP
chr1,3676747,3679616,malT
chr1,3679704,3679992,STM3516
chr1,3679982,3680256,STM3517
chr1,3680351,3681381,rtcA
chr1,3681374,3682600,rtcB
chr1,3683136,3684694,STM3521
chr1,3684866,3686462,rtcR
chr1,3686459,3687229,glpR
chr1,3687311,3688141,glpG
chr1,3688217,3688543,glpE
chr1,3688661,3690250,glpD
chr1,3690297,3690852,STM3527
chr1,3690852,3692416,STM3528
chr1,3692505,3693621,STM3529
chr1,3695266,3696998,STM3531
chr1,3697030,3697947,STM3532
